"time_id";"the_date";"the_day";"the_month";"the_year";"day_of_month";"week_of_year";"month_of_year";"quarter";"year_and_month";"year_quarter"
655;"1997-10-16";"Thursday";"October";1997;16;43;10;"Q4";"1997-10";"1997-Q4"
656;"1997-10-17";"Friday";"October";1997;17;43;10;"Q4";"1997-10";"1997-Q4"
657;"1997-10-18";"Saturday";"October";1997;18;43;10;"Q4";"1997-10";"1997-Q4"
658;"1997-10-19";"Sunday";"October";1997;19;44;10;"Q4";"1997-10";"1997-Q4"
659;"1997-10-20";"Monday";"October";1997;20;44;10;"Q4";"1997-10";"1997-Q4"
660;"1997-10-21";"Tuesday";"October";1997;21;44;10;"Q4";"1997-10";"1997-Q4"
661;"1997-10-22";"Wednesday";"October";1997;22;44;10;"Q4";"1997-10";"1997-Q4"
662;"1997-10-23";"Thursday";"October";1997;23;44;10;"Q4";"1997-10";"1997-Q4"
663;"1997-10-24";"Friday";"October";1997;24;44;10;"Q4";"1997-10";"1997-Q4"
664;"1997-10-25";"Saturday";"October";1997;25;44;10;"Q4";"1997-10";"1997-Q4"
665;"1997-10-26";"Sunday";"October";1997;26;45;10;"Q4";"1997-10";"1997-Q4"
666;"1997-10-27";"Monday";"October";1997;27;45;10;"Q4";"1997-10";"1997-Q4"
667;"1997-10-28";"Tuesday";"October";1997;28;45;10;"Q4";"1997-10";"1997-Q4"
668;"1997-10-29";"Wednesday";"October";1997;29;45;10;"Q4";"1997-10";"1997-Q4"
669;"1997-10-30";"Thursday";"October";1997;30;45;10;"Q4";"1997-10";"1997-Q4"
670;"1997-10-31";"Friday";"October";1997;31;45;10;"Q4";"1997-10";"1997-Q4"
671;"1997-11-01";"Saturday";"November";1997;1;45;11;"Q4";"1997-11";"1997-Q4"
672;"1997-11-02";"Sunday";"November";1997;2;46;11;"Q4";"1997-11";"1997-Q4"
673;"1997-11-03";"Monday";"November";1997;3;46;11;"Q4";"1997-11";"1997-Q4"
674;"1997-11-04";"Tuesday";"November";1997;4;46;11;"Q4";"1997-11";"1997-Q4"
675;"1997-11-05";"Wednesday";"November";1997;5;46;11;"Q4";"1997-11";"1997-Q4"
676;"1997-11-06";"Thursday";"November";1997;6;46;11;"Q4";"1997-11";"1997-Q4"
677;"1997-11-07";"Friday";"November";1997;7;46;11;"Q4";"1997-11";"1997-Q4"
678;"1997-11-08";"Saturday";"November";1997;8;46;11;"Q4";"1997-11";"1997-Q4"
679;"1997-11-09";"Sunday";"November";1997;9;47;11;"Q4";"1997-11";"1997-Q4"
680;"1997-11-10";"Monday";"November";1997;10;47;11;"Q4";"1997-11";"1997-Q4"
681;"1997-11-11";"Tuesday";"November";1997;11;47;11;"Q4";"1997-11";"1997-Q4"
682;"1997-11-12";"Wednesday";"November";1997;12;47;11;"Q4";"1997-11";"1997-Q4"
683;"1997-11-13";"Thursday";"November";1997;13;47;11;"Q4";"1997-11";"1997-Q4"
684;"1997-11-14";"Friday";"November";1997;14;47;11;"Q4";"1997-11";"1997-Q4"
685;"1997-11-15";"Saturday";"November";1997;15;47;11;"Q4";"1997-11";"1997-Q4"
686;"1997-11-16";"Sunday";"November";1997;16;48;11;"Q4";"1997-11";"1997-Q4"
687;"1997-11-17";"Monday";"November";1997;17;48;11;"Q4";"1997-11";"1997-Q4"
688;"1997-11-18";"Tuesday";"November";1997;18;48;11;"Q4";"1997-11";"1997-Q4"
689;"1997-11-19";"Wednesday";"November";1997;19;48;11;"Q4";"1997-11";"1997-Q4"
690;"1997-11-20";"Thursday";"November";1997;20;48;11;"Q4";"1997-11";"1997-Q4"
691;"1997-11-21";"Friday";"November";1997;21;48;11;"Q4";"1997-11";"1997-Q4"
692;"1997-11-22";"Saturday";"November";1997;22;48;11;"Q4";"1997-11";"1997-Q4"
693;"1997-11-23";"Sunday";"November";1997;23;49;11;"Q4";"1997-11";"1997-Q4"
694;"1997-11-24";"Monday";"November";1997;24;49;11;"Q4";"1997-11";"1997-Q4"
695;"1997-11-25";"Tuesday";"November";1997;25;49;11;"Q4";"1997-11";"1997-Q4"
696;"1997-11-26";"Wednesday";"November";1997;26;49;11;"Q4";"1997-11";"1997-Q4"
697;"1997-11-27";"Thursday";"November";1997;27;49;11;"Q4";"1997-11";"1997-Q4"
698;"1997-11-28";"Friday";"November";1997;28;49;11;"Q4";"1997-11";"1997-Q4"
699;"1997-11-29";"Saturday";"November";1997;29;49;11;"Q4";"1997-11";"1997-Q4"
700;"1997-11-30";"Sunday";"November";1997;30;50;11;"Q4";"1997-11";"1997-Q4"
701;"1997-12-01";"Monday";"December";1997;1;50;12;"Q4";"1997-12";"1997-Q4"
702;"1997-12-02";"Tuesday";"December";1997;2;50;12;"Q4";"1997-12";"1997-Q4"
703;"1997-12-03";"Wednesday";"December";1997;3;50;12;"Q4";"1997-12";"1997-Q4"
704;"1997-12-04";"Thursday";"December";1997;4;50;12;"Q4";"1997-12";"1997-Q4"
705;"1997-12-05";"Friday";"December";1997;5;50;12;"Q4";"1997-12";"1997-Q4"
706;"1997-12-06";"Saturday";"December";1997;6;50;12;"Q4";"1997-12";"1997-Q4"
707;"1997-12-07";"Sunday";"December";1997;7;51;12;"Q4";"1997-12";"1997-Q4"
708;"1997-12-08";"Monday";"December";1997;8;51;12;"Q4";"1997-12";"1997-Q4"
709;"1997-12-09";"Tuesday";"December";1997;9;51;12;"Q4";"1997-12";"1997-Q4"
710;"1997-12-10";"Wednesday";"December";1997;10;51;12;"Q4";"1997-12";"1997-Q4"
711;"1997-12-11";"Thursday";"December";1997;11;51;12;"Q4";"1997-12";"1997-Q4"
712;"1997-12-12";"Friday";"December";1997;12;51;12;"Q4";"1997-12";"1997-Q4"
713;"1997-12-13";"Saturday";"December";1997;13;51;12;"Q4";"1997-12";"1997-Q4"
714;"1997-12-14";"Sunday";"December";1997;14;52;12;"Q4";"1997-12";"1997-Q4"
715;"1997-12-15";"Monday";"December";1997;15;1;12;"Q4";"1997-12";"1997-Q4"
716;"1997-12-16";"Tuesday";"December";1997;16;1;12;"Q4";"1997-12";"1997-Q4"
717;"1997-12-17";"Wednesday";"December";1997;17;1;12;"Q4";"1997-12";"1997-Q4"
718;"1997-12-18";"Thursday";"December";1997;18;1;12;"Q4";"1997-12";"1997-Q4"
719;"1997-12-19";"Friday";"December";1997;19;1;12;"Q4";"1997-12";"1997-Q4"
720;"1997-12-20";"Saturday";"December";1997;20;1;12;"Q4";"1997-12";"1997-Q4"
721;"1997-12-21";"Sunday";"December";1997;21;2;12;"Q4";"1997-12";"1997-Q4"
722;"1997-12-22";"Monday";"December";1997;22;2;12;"Q4";"1997-12";"1997-Q4"
723;"1997-12-23";"Tuesday";"December";1997;23;2;12;"Q4";"1997-12";"1997-Q4"
724;"1997-12-24";"Wednesday";"December";1997;24;2;12;"Q4";"1997-12";"1997-Q4"
725;"1997-12-25";"Thursday";"December";1997;25;2;12;"Q4";"1997-12";"1997-Q4"
726;"1997-12-26";"Friday";"December";1997;26;2;12;"Q4";"1997-12";"1997-Q4"
727;"1997-12-27";"Saturday";"December";1997;27;2;12;"Q4";"1997-12";"1997-Q4"
728;"1997-12-28";"Sunday";"December";1997;28;3;12;"Q4";"1997-12";"1997-Q4"
729;"1997-12-29";"Monday";"December";1997;29;3;12;"Q4";"1997-12";"1997-Q4"
730;"1997-12-30";"Tuesday";"December";1997;30;3;12;"Q4";"1997-12";"1997-Q4"
731;"1997-12-31";"Wednesday";"December";1997;31;3;12;"Q4";"1997-12";"1997-Q4"
732;"1998-01-01";"Thursday";"January";1998;1;3;1;"Q1";"1998-01";"1998-Q1"
733;"1998-01-02";"Friday";"January";1998;2;3;1;"Q1";"1998-01";"1998-Q1"
734;"1998-01-03";"Saturday";"January";1998;3;3;1;"Q1";"1998-01";"1998-Q1"
735;"1998-01-04";"Sunday";"January";1998;4;4;1;"Q1";"1998-01";"1998-Q1"
736;"1998-01-05";"Monday";"January";1998;5;4;1;"Q1";"1998-01";"1998-Q1"
737;"1998-01-06";"Tuesday";"January";1998;6;4;1;"Q1";"1998-01";"1998-Q1"
738;"1998-01-07";"Wednesday";"January";1998;7;4;1;"Q1";"1998-01";"1998-Q1"
739;"1998-01-08";"Thursday";"January";1998;8;4;1;"Q1";"1998-01";"1998-Q1"
740;"1998-01-09";"Friday";"January";1998;9;4;1;"Q1";"1998-01";"1998-Q1"
741;"1998-01-10";"Saturday";"January";1998;10;4;1;"Q1";"1998-01";"1998-Q1"
742;"1998-01-11";"Sunday";"January";1998;11;5;1;"Q1";"1998-01";"1998-Q1"
743;"1998-01-12";"Monday";"January";1998;12;5;1;"Q1";"1998-01";"1998-Q1"
744;"1998-01-13";"Tuesday";"January";1998;13;5;1;"Q1";"1998-01";"1998-Q1"
745;"1998-01-14";"Wednesday";"January";1998;14;5;1;"Q1";"1998-01";"1998-Q1"
746;"1998-01-15";"Thursday";"January";1998;15;5;1;"Q1";"1998-01";"1998-Q1"
747;"1998-01-16";"Friday";"January";1998;16;5;1;"Q1";"1998-01";"1998-Q1"
748;"1998-01-17";"Saturday";"January";1998;17;5;1;"Q1";"1998-01";"1998-Q1"
749;"1998-01-18";"Sunday";"January";1998;18;6;1;"Q1";"1998-01";"1998-Q1"
750;"1998-01-19";"Monday";"January";1998;19;6;1;"Q1";"1998-01";"1998-Q1"
751;"1998-01-20";"Tuesday";"January";1998;20;6;1;"Q1";"1998-01";"1998-Q1"
752;"1998-01-21";"Wednesday";"January";1998;21;6;1;"Q1";"1998-01";"1998-Q1"
753;"1998-01-22";"Thursday";"January";1998;22;6;1;"Q1";"1998-01";"1998-Q1"
754;"1998-01-23";"Friday";"January";1998;23;6;1;"Q1";"1998-01";"1998-Q1"
755;"1998-01-24";"Saturday";"January";1998;24;6;1;"Q1";"1998-01";"1998-Q1"
756;"1998-01-25";"Sunday";"January";1998;25;7;1;"Q1";"1998-01";"1998-Q1"
757;"1998-01-26";"Monday";"January";1998;26;7;1;"Q1";"1998-01";"1998-Q1"
758;"1998-01-27";"Tuesday";"January";1998;27;7;1;"Q1";"1998-01";"1998-Q1"
759;"1998-01-28";"Wednesday";"January";1998;28;7;1;"Q1";"1998-01";"1998-Q1"
760;"1998-01-29";"Thursday";"January";1998;29;7;1;"Q1";"1998-01";"1998-Q1"
761;"1998-01-30";"Friday";"January";1998;30;7;1;"Q1";"1998-01";"1998-Q1"
762;"1998-01-31";"Saturday";"January";1998;31;7;1;"Q1";"1998-01";"1998-Q1"
763;"1998-02-01";"Sunday";"February";1998;1;8;2;"Q1";"1998-02";"1998-Q1"
764;"1998-02-02";"Monday";"February";1998;2;8;2;"Q1";"1998-02";"1998-Q1"
765;"1998-02-03";"Tuesday";"February";1998;3;8;2;"Q1";"1998-02";"1998-Q1"
766;"1998-02-04";"Wednesday";"February";1998;4;8;2;"Q1";"1998-02";"1998-Q1"
767;"1998-02-05";"Thursday";"February";1998;5;8;2;"Q1";"1998-02";"1998-Q1"
768;"1998-02-06";"Friday";"February";1998;6;8;2;"Q1";"1998-02";"1998-Q1"
769;"1998-02-07";"Saturday";"February";1998;7;8;2;"Q1";"1998-02";"1998-Q1"
770;"1998-02-08";"Sunday";"February";1998;8;9;2;"Q1";"1998-02";"1998-Q1"
771;"1998-02-09";"Monday";"February";1998;9;9;2;"Q1";"1998-02";"1998-Q1"
772;"1998-02-10";"Tuesday";"February";1998;10;9;2;"Q1";"1998-02";"1998-Q1"
773;"1998-02-11";"Wednesday";"February";1998;11;9;2;"Q1";"1998-02";"1998-Q1"
774;"1998-02-12";"Thursday";"February";1998;12;9;2;"Q1";"1998-02";"1998-Q1"
775;"1998-02-13";"Friday";"February";1998;13;9;2;"Q1";"1998-02";"1998-Q1"
776;"1998-02-14";"Saturday";"February";1998;14;9;2;"Q1";"1998-02";"1998-Q1"
777;"1998-02-15";"Sunday";"February";1998;15;10;2;"Q1";"1998-02";"1998-Q1"
778;"1998-02-16";"Monday";"February";1998;16;10;2;"Q1";"1998-02";"1998-Q1"
779;"1998-02-17";"Tuesday";"February";1998;17;10;2;"Q1";"1998-02";"1998-Q1"
780;"1998-02-18";"Wednesday";"February";1998;18;10;2;"Q1";"1998-02";"1998-Q1"
781;"1998-02-19";"Thursday";"February";1998;19;10;2;"Q1";"1998-02";"1998-Q1"
782;"1998-02-20";"Friday";"February";1998;20;10;2;"Q1";"1998-02";"1998-Q1"
783;"1998-02-21";"Saturday";"February";1998;21;10;2;"Q1";"1998-02";"1998-Q1"
784;"1998-02-22";"Sunday";"February";1998;22;11;2;"Q1";"1998-02";"1998-Q1"
785;"1998-02-23";"Monday";"February";1998;23;11;2;"Q1";"1998-02";"1998-Q1"
786;"1998-02-24";"Tuesday";"February";1998;24;11;2;"Q1";"1998-02";"1998-Q1"
787;"1998-02-25";"Wednesday";"February";1998;25;11;2;"Q1";"1998-02";"1998-Q1"
788;"1998-02-26";"Thursday";"February";1998;26;11;2;"Q1";"1998-02";"1998-Q1"
789;"1998-02-27";"Friday";"February";1998;27;11;2;"Q1";"1998-02";"1998-Q1"
790;"1998-02-28";"Saturday";"February";1998;28;11;2;"Q1";"1998-02";"1998-Q1"
791;"1998-03-01";"Sunday";"March";1998;1;12;3;"Q1";"1998-03";"1998-Q1"
792;"1998-03-02";"Monday";"March";1998;2;12;3;"Q1";"1998-03";"1998-Q1"
793;"1998-03-03";"Tuesday";"March";1998;3;12;3;"Q1";"1998-03";"1998-Q1"
794;"1998-03-04";"Wednesday";"March";1998;4;12;3;"Q1";"1998-03";"1998-Q1"
795;"1998-03-05";"Thursday";"March";1998;5;12;3;"Q1";"1998-03";"1998-Q1"
796;"1998-03-06";"Friday";"March";1998;6;12;3;"Q1";"1998-03";"1998-Q1"
797;"1998-03-07";"Saturday";"March";1998;7;12;3;"Q1";"1998-03";"1998-Q1"
798;"1998-03-08";"Sunday";"March";1998;8;13;3;"Q1";"1998-03";"1998-Q1"
799;"1998-03-09";"Monday";"March";1998;9;13;3;"Q1";"1998-03";"1998-Q1"
800;"1998-03-10";"Tuesday";"March";1998;10;13;3;"Q1";"1998-03";"1998-Q1"
801;"1998-03-11";"Wednesday";"March";1998;11;13;3;"Q1";"1998-03";"1998-Q1"
802;"1998-03-12";"Thursday";"March";1998;12;13;3;"Q1";"1998-03";"1998-Q1"
803;"1998-03-13";"Friday";"March";1998;13;13;3;"Q1";"1998-03";"1998-Q1"
804;"1998-03-14";"Saturday";"March";1998;14;13;3;"Q1";"1998-03";"1998-Q1"
805;"1998-03-15";"Sunday";"March";1998;15;14;3;"Q1";"1998-03";"1998-Q1"
806;"1998-03-16";"Monday";"March";1998;16;14;3;"Q1";"1998-03";"1998-Q1"
807;"1998-03-17";"Tuesday";"March";1998;17;14;3;"Q1";"1998-03";"1998-Q1"
808;"1998-03-18";"Wednesday";"March";1998;18;14;3;"Q1";"1998-03";"1998-Q1"
809;"1998-03-19";"Thursday";"March";1998;19;14;3;"Q1";"1998-03";"1998-Q1"
810;"1998-03-20";"Friday";"March";1998;20;14;3;"Q1";"1998-03";"1998-Q1"
811;"1998-03-21";"Saturday";"March";1998;21;14;3;"Q1";"1998-03";"1998-Q1"
812;"1998-03-22";"Sunday";"March";1998;22;15;3;"Q1";"1998-03";"1998-Q1"
813;"1998-03-23";"Monday";"March";1998;23;15;3;"Q1";"1998-03";"1998-Q1"
814;"1998-03-24";"Tuesday";"March";1998;24;15;3;"Q1";"1998-03";"1998-Q1"
815;"1998-03-25";"Wednesday";"March";1998;25;15;3;"Q1";"1998-03";"1998-Q1"
816;"1998-03-26";"Thursday";"March";1998;26;15;3;"Q1";"1998-03";"1998-Q1"
817;"1998-03-27";"Friday";"March";1998;27;15;3;"Q1";"1998-03";"1998-Q1"
818;"1998-03-28";"Saturday";"March";1998;28;15;3;"Q1";"1998-03";"1998-Q1"
819;"1998-03-29";"Sunday";"March";1998;29;16;3;"Q1";"1998-03";"1998-Q1"
820;"1998-03-30";"Monday";"March";1998;30;16;3;"Q1";"1998-03";"1998-Q1"
821;"1998-03-31";"Tuesday";"March";1998;31;16;3;"Q1";"1998-03";"1998-Q1"
822;"1998-04-01";"Wednesday";"April";1998;1;16;4;"Q2";"1998-04";"1998-Q2"
823;"1998-04-02";"Thursday";"April";1998;2;16;4;"Q2";"1998-04";"1998-Q2"
824;"1998-04-03";"Friday";"April";1998;3;16;4;"Q2";"1998-04";"1998-Q2"
825;"1998-04-04";"Saturday";"April";1998;4;16;4;"Q2";"1998-04";"1998-Q2"
826;"1998-04-05";"Sunday";"April";1998;5;17;4;"Q2";"1998-04";"1998-Q2"
827;"1998-04-06";"Monday";"April";1998;6;17;4;"Q2";"1998-04";"1998-Q2"
828;"1998-04-07";"Tuesday";"April";1998;7;17;4;"Q2";"1998-04";"1998-Q2"
829;"1998-04-08";"Wednesday";"April";1998;8;17;4;"Q2";"1998-04";"1998-Q2"
830;"1998-04-09";"Thursday";"April";1998;9;17;4;"Q2";"1998-04";"1998-Q2"
831;"1998-04-10";"Friday";"April";1998;10;17;4;"Q2";"1998-04";"1998-Q2"
832;"1998-04-11";"Saturday";"April";1998;11;17;4;"Q2";"1998-04";"1998-Q2"
833;"1998-04-12";"Sunday";"April";1998;12;18;4;"Q2";"1998-04";"1998-Q2"
834;"1998-04-13";"Monday";"April";1998;13;18;4;"Q2";"1998-04";"1998-Q2"
835;"1998-04-14";"Tuesday";"April";1998;14;18;4;"Q2";"1998-04";"1998-Q2"
836;"1998-04-15";"Wednesday";"April";1998;15;18;4;"Q2";"1998-04";"1998-Q2"
837;"1998-04-16";"Thursday";"April";1998;16;18;4;"Q2";"1998-04";"1998-Q2"
838;"1998-04-17";"Friday";"April";1998;17;18;4;"Q2";"1998-04";"1998-Q2"
839;"1998-04-18";"Saturday";"April";1998;18;18;4;"Q2";"1998-04";"1998-Q2"
840;"1998-04-19";"Sunday";"April";1998;19;19;4;"Q2";"1998-04";"1998-Q2"
841;"1998-04-20";"Monday";"April";1998;20;19;4;"Q2";"1998-04";"1998-Q2"
842;"1998-04-21";"Tuesday";"April";1998;21;19;4;"Q2";"1998-04";"1998-Q2"
843;"1998-04-22";"Wednesday";"April";1998;22;19;4;"Q2";"1998-04";"1998-Q2"
844;"1998-04-23";"Thursday";"April";1998;23;19;4;"Q2";"1998-04";"1998-Q2"
845;"1998-04-24";"Friday";"April";1998;24;19;4;"Q2";"1998-04";"1998-Q2"
846;"1998-04-25";"Saturday";"April";1998;25;19;4;"Q2";"1998-04";"1998-Q2"
847;"1998-04-26";"Sunday";"April";1998;26;20;4;"Q2";"1998-04";"1998-Q2"
848;"1998-04-27";"Monday";"April";1998;27;20;4;"Q2";"1998-04";"1998-Q2"
849;"1998-04-28";"Tuesday";"April";1998;28;20;4;"Q2";"1998-04";"1998-Q2"
850;"1998-04-29";"Wednesday";"April";1998;29;20;4;"Q2";"1998-04";"1998-Q2"
851;"1998-04-30";"Thursday";"April";1998;30;20;4;"Q2";"1998-04";"1998-Q2"
852;"1998-05-01";"Friday";"May";1998;1;20;5;"Q2";"1998-05";"1998-Q2"
853;"1998-05-02";"Saturday";"May";1998;2;20;5;"Q2";"1998-05";"1998-Q2"
854;"1998-05-03";"Sunday";"May";1998;3;21;5;"Q2";"1998-05";"1998-Q2"
855;"1998-05-04";"Monday";"May";1998;4;21;5;"Q2";"1998-05";"1998-Q2"
856;"1998-05-05";"Tuesday";"May";1998;5;21;5;"Q2";"1998-05";"1998-Q2"
857;"1998-05-06";"Wednesday";"May";1998;6;21;5;"Q2";"1998-05";"1998-Q2"
858;"1998-05-07";"Thursday";"May";1998;7;21;5;"Q2";"1998-05";"1998-Q2"
859;"1998-05-08";"Friday";"May";1998;8;21;5;"Q2";"1998-05";"1998-Q2"
860;"1998-05-09";"Saturday";"May";1998;9;21;5;"Q2";"1998-05";"1998-Q2"
861;"1998-05-10";"Sunday";"May";1998;10;22;5;"Q2";"1998-05";"1998-Q2"
862;"1998-05-11";"Monday";"May";1998;11;22;5;"Q2";"1998-05";"1998-Q2"
863;"1998-05-12";"Tuesday";"May";1998;12;22;5;"Q2";"1998-05";"1998-Q2"
864;"1998-05-13";"Wednesday";"May";1998;13;22;5;"Q2";"1998-05";"1998-Q2"
865;"1998-05-14";"Thursday";"May";1998;14;22;5;"Q2";"1998-05";"1998-Q2"
866;"1998-05-15";"Friday";"May";1998;15;22;5;"Q2";"1998-05";"1998-Q2"
867;"1998-05-16";"Saturday";"May";1998;16;22;5;"Q2";"1998-05";"1998-Q2"
868;"1998-05-17";"Sunday";"May";1998;17;23;5;"Q2";"1998-05";"1998-Q2"
869;"1998-05-18";"Monday";"May";1998;18;23;5;"Q2";"1998-05";"1998-Q2"
870;"1998-05-19";"Tuesday";"May";1998;19;23;5;"Q2";"1998-05";"1998-Q2"
871;"1998-05-20";"Wednesday";"May";1998;20;23;5;"Q2";"1998-05";"1998-Q2"
872;"1998-05-21";"Thursday";"May";1998;21;23;5;"Q2";"1998-05";"1998-Q2"
873;"1998-05-22";"Friday";"May";1998;22;23;5;"Q2";"1998-05";"1998-Q2"
874;"1998-05-23";"Saturday";"May";1998;23;23;5;"Q2";"1998-05";"1998-Q2"
875;"1998-05-24";"Sunday";"May";1998;24;24;5;"Q2";"1998-05";"1998-Q2"
876;"1998-05-25";"Monday";"May";1998;25;24;5;"Q2";"1998-05";"1998-Q2"
877;"1998-05-26";"Tuesday";"May";1998;26;24;5;"Q2";"1998-05";"1998-Q2"
878;"1998-05-27";"Wednesday";"May";1998;27;24;5;"Q2";"1998-05";"1998-Q2"
879;"1998-05-28";"Thursday";"May";1998;28;24;5;"Q2";"1998-05";"1998-Q2"
880;"1998-05-29";"Friday";"May";1998;29;24;5;"Q2";"1998-05";"1998-Q2"
881;"1998-05-30";"Saturday";"May";1998;30;24;5;"Q2";"1998-05";"1998-Q2"
882;"1998-05-31";"Sunday";"May";1998;31;25;5;"Q2";"1998-05";"1998-Q2"
883;"1998-06-01";"Monday";"June";1998;1;25;6;"Q2";"1998-06";"1998-Q2"
884;"1998-06-02";"Tuesday";"June";1998;2;25;6;"Q2";"1998-06";"1998-Q2"
885;"1998-06-03";"Wednesday";"June";1998;3;25;6;"Q2";"1998-06";"1998-Q2"
886;"1998-06-04";"Thursday";"June";1998;4;25;6;"Q2";"1998-06";"1998-Q2"
887;"1998-06-05";"Friday";"June";1998;5;25;6;"Q2";"1998-06";"1998-Q2"
888;"1998-06-06";"Saturday";"June";1998;6;25;6;"Q2";"1998-06";"1998-Q2"
889;"1998-06-07";"Sunday";"June";1998;7;26;6;"Q2";"1998-06";"1998-Q2"
890;"1998-06-08";"Monday";"June";1998;8;26;6;"Q2";"1998-06";"1998-Q2"
891;"1998-06-09";"Tuesday";"June";1998;9;26;6;"Q2";"1998-06";"1998-Q2"
892;"1998-06-10";"Wednesday";"June";1998;10;26;6;"Q2";"1998-06";"1998-Q2"
893;"1998-06-11";"Thursday";"June";1998;11;26;6;"Q2";"1998-06";"1998-Q2"
894;"1998-06-12";"Friday";"June";1998;12;26;6;"Q2";"1998-06";"1998-Q2"
895;"1998-06-13";"Saturday";"June";1998;13;26;6;"Q2";"1998-06";"1998-Q2"
896;"1998-06-14";"Sunday";"June";1998;14;27;6;"Q2";"1998-06";"1998-Q2"
897;"1998-06-15";"Monday";"June";1998;15;27;6;"Q2";"1998-06";"1998-Q2"
898;"1998-06-16";"Tuesday";"June";1998;16;27;6;"Q2";"1998-06";"1998-Q2"
899;"1998-06-17";"Wednesday";"June";1998;17;27;6;"Q2";"1998-06";"1998-Q2"
900;"1998-06-18";"Thursday";"June";1998;18;27;6;"Q2";"1998-06";"1998-Q2"
901;"1998-06-19";"Friday";"June";1998;19;27;6;"Q2";"1998-06";"1998-Q2"
902;"1998-06-20";"Saturday";"June";1998;20;27;6;"Q2";"1998-06";"1998-Q2"
903;"1998-06-21";"Sunday";"June";1998;21;28;6;"Q2";"1998-06";"1998-Q2"
904;"1998-06-22";"Monday";"June";1998;22;28;6;"Q2";"1998-06";"1998-Q2"
905;"1998-06-23";"Tuesday";"June";1998;23;28;6;"Q2";"1998-06";"1998-Q2"
906;"1998-06-24";"Wednesday";"June";1998;24;28;6;"Q2";"1998-06";"1998-Q2"
907;"1998-06-25";"Thursday";"June";1998;25;28;6;"Q2";"1998-06";"1998-Q2"
908;"1998-06-26";"Friday";"June";1998;26;28;6;"Q2";"1998-06";"1998-Q2"
909;"1998-06-27";"Saturday";"June";1998;27;28;6;"Q2";"1998-06";"1998-Q2"
910;"1998-06-28";"Sunday";"June";1998;28;29;6;"Q2";"1998-06";"1998-Q2"
911;"1998-06-29";"Monday";"June";1998;29;29;6;"Q2";"1998-06";"1998-Q2"
912;"1998-06-30";"Tuesday";"June";1998;30;29;6;"Q2";"1998-06";"1998-Q2"
913;"1998-07-01";"Wednesday";"July";1998;1;29;7;"Q3";"1998-07";"1998-Q3"
914;"1998-07-02";"Thursday";"July";1998;2;29;7;"Q3";"1998-07";"1998-Q3"
915;"1998-07-03";"Friday";"July";1998;3;29;7;"Q3";"1998-07";"1998-Q3"
916;"1998-07-04";"Saturday";"July";1998;4;29;7;"Q3";"1998-07";"1998-Q3"
917;"1998-07-05";"Sunday";"July";1998;5;30;7;"Q3";"1998-07";"1998-Q3"
918;"1998-07-06";"Monday";"July";1998;6;30;7;"Q3";"1998-07";"1998-Q3"
919;"1998-07-07";"Tuesday";"July";1998;7;30;7;"Q3";"1998-07";"1998-Q3"
920;"1998-07-08";"Wednesday";"July";1998;8;30;7;"Q3";"1998-07";"1998-Q3"
921;"1998-07-09";"Thursday";"July";1998;9;30;7;"Q3";"1998-07";"1998-Q3"
922;"1998-07-10";"Friday";"July";1998;10;30;7;"Q3";"1998-07";"1998-Q3"
923;"1998-07-11";"Saturday";"July";1998;11;30;7;"Q3";"1998-07";"1998-Q3"
924;"1998-07-12";"Sunday";"July";1998;12;31;7;"Q3";"1998-07";"1998-Q3"
925;"1998-07-13";"Monday";"July";1998;13;31;7;"Q3";"1998-07";"1998-Q3"
926;"1998-07-14";"Tuesday";"July";1998;14;31;7;"Q3";"1998-07";"1998-Q3"
927;"1998-07-15";"Wednesday";"July";1998;15;31;7;"Q3";"1998-07";"1998-Q3"
928;"1998-07-16";"Thursday";"July";1998;16;31;7;"Q3";"1998-07";"1998-Q3"
929;"1998-07-17";"Friday";"July";1998;17;31;7;"Q3";"1998-07";"1998-Q3"
930;"1998-07-18";"Saturday";"July";1998;18;31;7;"Q3";"1998-07";"1998-Q3"
931;"1998-07-19";"Sunday";"July";1998;19;32;7;"Q3";"1998-07";"1998-Q3"
932;"1998-07-20";"Monday";"July";1998;20;32;7;"Q3";"1998-07";"1998-Q3"
933;"1998-07-21";"Tuesday";"July";1998;21;32;7;"Q3";"1998-07";"1998-Q3"
934;"1998-07-22";"Wednesday";"July";1998;22;32;7;"Q3";"1998-07";"1998-Q3"
935;"1998-07-23";"Thursday";"July";1998;23;32;7;"Q3";"1998-07";"1998-Q3"
936;"1998-07-24";"Friday";"July";1998;24;32;7;"Q3";"1998-07";"1998-Q3"
937;"1998-07-25";"Saturday";"July";1998;25;32;7;"Q3";"1998-07";"1998-Q3"
938;"1998-07-26";"Sunday";"July";1998;26;33;7;"Q3";"1998-07";"1998-Q3"
939;"1998-07-27";"Monday";"July";1998;27;33;7;"Q3";"1998-07";"1998-Q3"
940;"1998-07-28";"Tuesday";"July";1998;28;33;7;"Q3";"1998-07";"1998-Q3"
941;"1998-07-29";"Wednesday";"July";1998;29;33;7;"Q3";"1998-07";"1998-Q3"
942;"1998-07-30";"Thursday";"July";1998;30;33;7;"Q3";"1998-07";"1998-Q3"
943;"1998-07-31";"Friday";"July";1998;31;33;7;"Q3";"1998-07";"1998-Q3"
944;"1998-08-01";"Saturday";"August";1998;1;33;8;"Q3";"1998-08";"1998-Q3"
